code,subdistrict,district,province
100101,"แขวง พระบรมมหาราชวัง","เขต พระนคร",กรุงเทพมหานคร
100102,"แขวง วังบูรพาภิรมย์","เขต พระนคร",กรุงเทพมหานคร
100103,"แขวง วัดราชบพิธ","เขต พระนคร",กรุงเทพมหานคร
100104,"แขวง สำราญราษฎร์","เขต พระนคร",กรุงเทพมหานคร
100105,"แขวง ศาลเจ้าพ่อเสือ","เขต พระนคร",กรุงเทพมหานคร
100106,"แขวง เสาชิงช้า","เขต พระนคร",กรุงเทพมหานคร
100107,"แขวง บวรนิเวศ","เขต พระนคร",กรุงเทพมหานคร
100108,"แขวง ตลาดยอด","เขต พระนคร",กรุงเทพมหานคร
100109,"แขวง ชนะสงคราม","เขต พระนคร",กรุงเทพมหานคร
100110,"แขวง บ้านพานถม","เขต พระนคร",กรุงเทพมหานคร
100111,"แขวง บางขุนพรหม","เขต พระนคร",กรุงเทพมหานคร
100112,"แขวง วัดสามพระยา","เขต พระนคร",กรุงเทพมหานคร
100201,"แขวง ดุสิต","เขต ดุสิต",กรุงเทพมหานคร
100202,"แขวง วชิรพยาบาล","เขต ดุสิต",กรุงเทพมหานคร
100203,"แขวง สวนจิตรลดา","เขต ดุสิต",กรุงเทพมหานคร
100204,"แขวง สี่แยกมหานาค","เขต ดุสิต",กรุงเทพมหานคร
100206,"แขวง ถนนนครไชยศรี","เขต ดุสิต",กรุงเทพมหานคร
100301,"แขวง กระทุ่มราย","เขต หนองจอก",กรุงเทพมหานคร
100302,"แขวง หนองจอก","เขต หนองจอก",กรุงเทพมหานคร
100303,"แขวง คลองสิบ","เขต หนองจอก",กรุงเทพมหานคร
100304,"แขวง คลองสิบสอง","เขต หนองจอก",กรุงเทพมหานคร
100305,"แขวง โคกแฝด","เขต หนองจอก",กรุงเทพมหานคร
100306,"แขวง คู้ฝั่งเหนือ","เขต หนองจอก",กรุงเทพมหานคร
100307,"แขวง ลำผักชี","เขต หนองจอก",กรุงเทพมหานคร
100308,"แขวง ลำต้อยติ่ง","เขต หนองจอก",กรุงเทพมหานคร
100401,"แขวง มหาพฤฒาราม","เขต บางรัก",กรุงเทพมหานคร
100402,"แขวง สีลม","เขต บางรัก",กรุงเทพมหานคร
100403,"แขวง สุริยวงศ์","เขต บางรัก",กรุงเทพมหานคร
100404,"แขวง บางรัก","เขต บางรัก",กรุงเทพมหานคร
100405,"แขวง สี่พระยา","เขต บางรัก",กรุงเทพมหานคร
100502,"แขวง อนุสาวรีย์","เขต บางเขน",กรุงเทพมหานคร
100508,"แขวง ท่าแร้ง","เขต บางเขน",กรุงเทพมหานคร
100601,"แขวง คลองจั่น","เขต บางกะปิ",กรุงเทพมหานคร
100608,"แขวง หัวหมาก","เขต บางกะปิ",กรุงเทพมหานคร
100701,"แขวง รองเมือง","เขต ปทุมวัน",กรุงเทพมหานคร
100702,"แขวง วังใหม่","เขต ปทุมวัน",กรุงเทพมหานคร
100703,"แขวง ปทุมวัน","เขต ปทุมวัน",กรุงเทพมหานคร
100704,"แขวง ลุมพินี","เขต ปทุมวัน",กรุงเทพมหานคร
100801,"แขวง ป้อมปราบ","เขต ป้อมปราบศัตรูพ่าย",กรุงเทพมหานคร
100802,"แขวง วัดเทพศิรินทร์","เขต ป้อมปราบศัตรูพ่าย",กรุงเทพมหานคร
100803,"แขวง คลองมหานาค","เขต ป้อมปราบศัตรูพ่าย",กรุงเทพมหานคร
100804,"แขวง บ้านบาตร","เขต ป้อมปราบศัตรูพ่าย",กรุงเทพมหานคร
100805,"แขวง วัดโสมนัส","เขต ป้อมปราบศัตรูพ่าย",กรุงเทพมหานคร
100905,"แขวง บางจาก","เขต พระโขนง",กรุงเทพมหานคร
101001,"แขวง มีนบุรี","เขต มีนบุรี",กรุงเทพมหานคร
101002,"แขวง แสนแสบ","เขต มีนบุรี",กรุงเทพมหานคร
101101,"แขวง ลาดกระบัง","เขต ลาดกระบัง",กรุงเทพมหานคร
101102,"แขวง คลองสองต้นนุ่น","เขต ลาดกระบัง",กรุงเทพมหานคร
101103,"แขวง คลองสามประเวศ","เขต ลาดกระบัง",กรุงเทพมหานคร
101104,"แขวง ลำปลาทิว","เขต ลาดกระบัง",กรุงเทพมหานคร
101105,"แขวง ทับยาว","เขต ลาดกระบัง",กรุงเทพมหานคร
101106,"แขวง ขุมทอง","เขต ลาดกระบัง",กรุงเทพมหานคร
101203,"แขวง ช่องนนทรี","เขต ยานนาวา",กรุงเทพมหานคร
101204,"แขวง บางโพงพาง","เขต ยานนาวา",กรุงเทพมหานคร
101301,"แขวง จักรวรรดิ","เขต สัมพันธวงศ์",กรุงเทพมหานคร
101302,"แขวง สัมพันธวงศ์","เขต สัมพันธวงศ์",กรุงเทพมหานคร
101303,"แขวง ตลาดน้อย","เขต สัมพันธวงศ์",กรุงเทพมหานคร
101401,"แขวง สามเสนใน","เขต พญาไท",กรุงเทพมหานคร
101501,"แขวง วัดกัลยาณ์","เขต ธนบุรี",กรุงเทพมหานคร
101502,"แขวง หิรัญรูจี","เขต ธนบุรี",กรุงเทพมหานคร
101503,"แขวง บางยี่เรือ","เขต ธนบุรี",กรุงเทพมหานคร
101504,"แขวง บุคคโล","เขต ธนบุรี",กรุงเทพมหานคร
101505,"แขวง ตลาดพลู","เขต ธนบุรี",กรุงเทพมหานคร
101601,"แขวง วัดอรุณ","เขต บางกอกใหญ่",กรุงเทพมหานคร
101602,"แขวง วัดท่าพระ","เขต บางกอกใหญ่",กรุงเทพมหานคร
101701,"แขวง ห้วยขวาง","เขต ห้วยขวาง",กรุงเทพมหานคร
101702,"แขวง บางกะปิ","เขต ห้วยขวาง",กรุงเทพมหานคร
101704,"แขวง สามเสนนอก","เขต ห้วยขวาง",กรุงเทพมหานคร
101801,"แขวง สมเด็จเจ้าพระยา","เขต คลองสาน",กรุงเทพมหานคร
101802,"แขวง คลองสาน","เขต คลองสาน",กรุงเทพมหานคร
101803,"แขวง บางลำภูล่าง","เขต คลองสาน",กรุงเทพมหานคร
101804,"แขวง คลองต้นไทร","เขต คลองสาน",กรุงเทพมหานคร
101901,"แขวง คลองชักพระ","เขต ตลิ่งชัน",กรุงเทพมหานคร
101902,"แขวง ตลิ่งชัน","เขต ตลิ่งชัน",กรุงเทพมหานคร
101903,"แขวง ฉิมพลี","เขต ตลิ่งชัน",กรุงเทพมหานคร
101904,"แขวง บางพรม","เขต ตลิ่งชัน",กรุงเทพมหานคร
101905,"แขวง บางระมาด","เขต ตลิ่งชัน",กรุงเทพมหานคร
101907,"แขวง บางเชือกหนัง","เขต ตลิ่งชัน",กรุงเทพมหานคร
102004,"แขวง ศิริราช","เขต บางกอกน้อย",กรุงเทพมหานคร
102005,"แขวง บ้านช่างหล่อ","เขต บางกอกน้อย",กรุงเทพมหานคร
102006,"แขวง บางขุนนนท์","เขต บางกอกน้อย",กรุงเทพมหานคร
102007,"แขวง บางขุนศรี","เขต บางกอกน้อย",กรุงเทพมหานคร
102009,"แขวง อรุณอมรินทร์","เขต บางกอกน้อย",กรุงเทพมหานคร
102105,"แขวง ท่าข้าม","เขต บางขุนเทียน",กรุงเทพมหานคร
102107,"แขวง แสมดำ","เขต บางขุนเทียน",กรุงเทพมหานคร
102201,"แขวง บางหว้า","เขต ภาษีเจริญ",กรุงเทพมหานคร
102202,"แขวง บางด้วน","เขต ภาษีเจริญ",กรุงเทพมหานคร
102206,"แขวง บางจาก","เขต ภาษีเจริญ",กรุงเทพมหานคร
102207,"แขวง บางแวก","เขต ภาษีเจริญ",กรุงเทพมหานคร
102208,"แขวง คลองขวาง","เขต ภาษีเจริญ",กรุงเทพมหานคร
102209,"แขวง ปากคลองภาษีเจริญ","เขต ภาษีเจริญ",กรุงเทพมหานคร
102210,"แขวง คูหาสวรรค์","เขต ภาษีเจริญ",กรุงเทพมหานคร
102302,"แขวง หนองแขม","เขต หนองแขม",กรุงเทพมหานคร
102303,"แขวง หนองค้างพลู","เขต หนองแขม",กรุงเทพมหานคร
102401,"แขวง ราษฎร์บูรณะ","เขต ราษฎร์บูรณะ",กรุงเทพมหานคร
102402,"แขวง บางปะกอก","เขต ราษฎร์บูรณะ",กรุงเทพมหานคร
102501,"แขวง บางพลัด","เขต บางพลัด",กรุงเทพมหานคร
102502,"แขวง บางอ้อ","เขต บางพลัด",กรุงเทพมหานคร
102503,"แขวง บางบำหรุ","เขต บางพลัด",กรุงเทพมหานคร
102504,"แขวง บางยี่ขัน","เขต บางพลัด",กรุงเทพมหานคร
102601,"แขวง ดินแดง","เขต ดินแดง",กรุงเทพมหานคร
102701,"แขวง คลองกุ่ม","เขต บึงกุ่ม",กรุงเทพมหานคร
102801,"แขวง ทุ่งวัดดอน","เขต สาทร",กรุงเทพมหานคร
102802,"แขวง ยานนาวา","เขต สาทร",กรุงเทพมหานคร
102803,"แขวง ทุ่งมหาเมฆ","เขต สาทร",กรุงเทพมหานคร
102901,"แขวง บางซื่อ","เขต บางซื่อ",กรุงเทพมหานคร
103001,"แขวง ลาดยาว","เขต จตุจักร",กรุงเทพมหานคร
103101,"แขวง บางคอแหลม","เขต บางคอแหลม",กรุงเทพมหานคร
103102,"แขวง วัดพระยาไกร","เขต บางคอแหลม",กรุงเทพมหานคร
103103,"แขวง บางโคล่","เขต บางคอแหลม",กรุงเทพมหานคร
103201,"แขวง ประเวศ","เขต ประเวศ",กรุงเทพมหานคร
103202,"แขวง หนองบอน","เขต ประเวศ",กรุงเทพมหานคร
103203,"แขวง ดอกไม้","เขต ประเวศ",กรุงเทพมหานคร
103301,"แขวง คลองเตย","เขต คลองเตย",กรุงเทพมหานคร
103302,"แขวง คลองตัน","เขต คลองเตย",กรุงเทพมหานคร
103303,"แขวง พระโขนง","เขต คลองเตย",กรุงเทพมหานคร
103401,"แขวง สวนหลวง","เขต สวนหลวง",กรุงเทพมหานคร
103501,"แขวง บางขุนเทียน","เขต จอมทอง",กรุงเทพมหานคร
103502,"แขวง บางค้อ","เขต จอมทอง",กรุงเทพมหานคร
103503,"แขวง บางมด","เขต จอมทอง",กรุงเทพมหานคร
103504,"แขวง จอมทอง","เขต จอมทอง",กรุงเทพมหานคร
103602,"แขวง สีกัน","เขต ดอนเมือง",กรุงเทพมหานคร
103701,"แขวง ทุ่งพญาไท","เขต ราชเทวี",กรุงเทพมหานคร
103702,"แขวง ถนนพญาไท","เขต ราชเทวี",กรุงเทพมหานคร
103703,"แขวง ถนนเพชรบุรี","เขต ราชเทวี",กรุงเทพมหานคร
103704,"แขวง มักกะสัน","เขต ราชเทวี",กรุงเทพมหานคร
103801,"แขวง ลาดพร้าว","เขต ลาดพร้าว",กรุงเทพมหานคร
103802,"แขวง จรเข้บัว","เขต ลาดพร้าว",กรุงเทพมหานคร
103901,"แขวง คลองเตยเหนือ","เขต วัฒนา",กรุงเทพมหานคร
103902,"แขวง คลองตันเหนือ","เขต วัฒนา",กรุงเทพมหานคร
103903,"แขวง พระโขนงเหนือ","เขต วัฒนา",กรุงเทพมหานคร
104001,"แขวง บางแค","เขต บางแค",กรุงเทพมหานคร
104002,"แขวง บางแคเหนือ","เขต บางแค",กรุงเทพมหานคร
104003,"แขวง บางไผ่","เขต บางแค",กรุงเทพมหานคร
104004,"แขวง หลักสอง","เขต บางแค",กรุงเทพมหานคร
104101,"แขวง ทุ่งสองห้อง","เขต หลักสี่",กรุงเทพมหานคร
104102,"แขวง ตลาดบางเขน","เขต หลักสี่",กรุงเทพมหานคร
104201,"แขวง สายไหม","เขต สายไหม",กรุงเทพมหานคร
104202,"แขวง ออเงิน","เขต สายไหม",กรุงเทพมหานคร
104203,"แขวง คลองถนน","เขต สายไหม",กรุงเทพมหานคร
104301,"แขวง คันนายาว","เขต คันนายาว",กรุงเทพมหานคร
104401,"แขวง สะพานสูง","เขต สะพานสูง",กรุงเทพมหานคร
104501,"แขวง วังทองหลาง","เขต วังทองหลาง",กรุงเทพมหานคร
104601,"แขวง สามวาตะวันตก","เขต คลองสามวา",กรุงเทพมหานคร
104602,"แขวง สามวาตะวันออก","เขต คลองสามวา",กรุงเทพมหานคร
104603,"แขวง บางชัน","เขต คลองสามวา",กรุงเทพมหานคร
104604,"แขวง ทรายกองดิน","เขต คลองสามวา",กรุงเทพมหานคร
104605,"แขวง ทรายกองดินใต้","เขต คลองสามวา",กรุงเทพมหานคร
104701,"แขวง บางนา","เขต บางนา",กรุงเทพมหานคร
104801,"แขวง ทวีวัฒนา","เขต ทวีวัฒนา",กรุงเทพมหานคร
104802,"แขวง ศาลาธรรมสพน์","เขต ทวีวัฒนา",กรุงเทพมหานคร
104901,"แขวง บางมด","เขต ทุ่งครุ",กรุงเทพมหานคร
104902,"แขวง ทุ่งครุ","เขต ทุ่งครุ",กรุงเทพมหานคร
105001,"แขวง บางบอน","เขต บางบอน",กรุงเทพมหานคร
110101,เทศบาลนครสมุทรปราการ,เมืองสมุทรปราการ,สมุทรปราการ
110102,สำโรงเหนือ,เมืองสมุทรปราการ,สมุทรปราการ
110103,บางเมือง,เมืองสมุทรปราการ,สมุทรปราการ
110104,ท้ายบ้าน,เมืองสมุทรปราการ,สมุทรปราการ
110105,ท้ายบ้านใหม่,เมืองสมุทรปราการ,สมุทรปราการ
110108,บางปูใหม่,เมืองสมุทรปราการ,สมุทรปราการ
110110,แพรกษา,เมืองสมุทรปราการ,สมุทรปราการ
110111,บางโปรง,เมืองสมุทรปราการ,สมุทรปราการ
110112,เทศบาลบางปู,เมืองสมุทรปราการ,สมุทรปราการ
110113,บางด้วน,เมืองสมุทรปราการ,สมุทรปราการ
110114,เทศบาลบางเมือง,เมืองสมุทรปราการ,สมุทรปราการ
110115,เทพารักษ์,เมืองสมุทรปราการ,สมุทรปราการ
110117,แพรกษาใหม่,เมืองสมุทรปราการ,สมุทรปราการ
110201,บางบ่อ,บางบ่อ,สมุทรปราการ
110202,บ้านระกาศ,บางบ่อ,สมุทรปราการ
110203,บางพลีน้อย,บางบ่อ,สมุทรปราการ
110204,บางเพรียง,บางบ่อ,สมุทรปราการ
110205,คลองด่าน,บางบ่อ,สมุทรปราการ
110206,คลองสวน,บางบ่อ,สมุทรปราการ
110207,เปร็ง,บางบ่อ,สมุทรปราการ
110208,คลองนิยมยาตรา,บางบ่อ,สมุทรปราการ
110301,บางพลีใหญ่,บางพลี,สมุทรปราการ
110302,บางแก้ว,บางพลี,สมุทรปราการ
110303,บางปลา,บางพลี,สมุทรปราการ
110304,บางโฉลง,บางพลี,สมุทรปราการ
110308,ราชาเทวะ,บางพลี,สมุทรปราการ
110309,หนองปรือ,บางพลี,สมุทรปราการ
110401,เทศบาลเมืองพระประแดง,พระประแดง,สมุทรปราการ
110402,ตลาด,พระประแดง,สมุทรปราการ
110403,บางจาก,พระประแดง,สมุทรปราการ
110404,บางครุ,พระประแดง,สมุทรปราการ
110405,บางหญ้าแพรก,พระประแดง,สมุทรปราการ
110406,บางหัวเสือ,พระประแดง,สมุทรปราการ
110407,เทศบาลสำโรงใต้,พระประแดง,สมุทรปราการ
110408,บางยอ,พระประแดง,สมุทรปราการ
110409,บางกะเจ้า,พระประแดง,สมุทรปราการ
110410,บางน้ำผึ้ง,พระประแดง,สมุทรปราการ
110411,บางกระสอบ,พระประแดง,สมุทรปราการ
110412,บางกอบัว,พระประแดง,สมุทรปราการ
110413,ทรงคนอง,พระประแดง,สมุทรปราการ
110414,สำโรง,พระประแดง,สมุทรปราการ
110415,สำโรงกลาง,พระประแดง,สมุทรปราการ
110501,นาเกลือ,พระสมุทรเจดีย์,สมุทรปราการ
110502,บ้านคลองสวน,พระสมุทรเจดีย์,สมุทรปราการ
110503,แหลมฟ้าผ่า,พระสมุทรเจดีย์,สมุทรปราการ
110504,ปากคลองบางปลากด,พระสมุทรเจดีย์,สมุทรปราการ
110505,ในคลองบางปลากด,พระสมุทรเจดีย์,สมุทรปราการ
110601,บางเสาธง,บางเสาธง,สมุทรปราการ
110602,ศรีษะจรเข้น้อย,บางเสาธง,สมุทรปราการ
110603,ศรีษะจรเข้ใหญ่,บางเสาธง,สมุทรปราการ
120101,สวนใหญ่,เมืองนนทบุรี,นนทบุรี
120102,ตลาดขวัญ,เมืองนนทบุรี,นนทบุรี
120103,บางเขน,เมืองนนทบุรี,นนทบุรี
120104,บางกระสอ,เมืองนนทบุรี,นนทบุรี
120105,ท่าทราย,เมืองนนทบุรี,นนทบุรี
120106,บางไผ่,เมืองนนทบุรี,นนทบุรี
120107,บางศรีเมือง,เมืองนนทบุรี,นนทบุรี
120108,บางกร่าง,เมืองนนทบุรี,นนทบุรี
120109,ไทรม้า,เมืองนนทบุรี,นนทบุรี
120110,บางรักน้อย,เมืองนนทบุรี,นนทบุรี
120201,วัดชลอ,บางกรวย,นนทบุรี
120202,บางกรวย,บางกรวย,นนทบุรี
120203,บางสีทอง,บางกรวย,นนทบุรี
120204,บางขนุน,บางกรวย,นนทบุรี
120205,บางขุนกอง,บางกรวย,นนทบุรี
120206,บางคูเวียง,บางกรวย,นนทบุรี
120207,มหาสวัสดิ์,บางกรวย,นนทบุรี
120208,ปลายบาง,บางกรวย,นนทบุรี
120209,ศาลากลาง,บางกรวย,นนทบุรี
120301,บางม่วง,บางใหญ่,นนทบุรี
120302,บางแม่นาง,บางใหญ่,นนทบุรี
120303,บางเลน,บางใหญ่,นนทบุรี
120304,เสาธงหิน,บางใหญ่,นนทบุรี
120305,บางใหญ่,บางใหญ่,นนทบุรี
120306,บ้านใหม่,บางใหญ่,นนทบุรี
120401,โสนลอย,บางบัวทอง,นนทบุรี
120402,บางบัวทอง,บางบัวทอง,นนทบุรี
120403,บางรักใหญ่,บางบัวทอง,นนทบุรี
120404,บางคูรัด,บางบัวทอง,นนทบุรี
120405,ละหาร,บางบัวทอง,นนทบุรี
120406,ลำโพ,บางบัวทอง,นนทบุรี
120407,พิมลราช,บางบัวทอง,นนทบุรี
120408,บางรักพัฒนา,บางบัวทอง,นนทบุรี
120501,ไทรน้อย,ไทรน้อย,นนทบุรี
120502,ราษฎร์นิยม,ไทรน้อย,นนทบุรี
120503,หนองเพรางาย,ไทรน้อย,นนทบุรี
120504,ไทรใหญ่,ไทรน้อย,นนทบุรี
120505,ขุนศรี,ไทรน้อย,นนทบุรี
120506,คลองขวาง,ไทรน้อย,นนทบุรี
120507,ทวีวัฒนา,ไทรน้อย,นนทบุรี
120601,ปากเกร็ด,ปากเกร็ด,นนทบุรี
120602,บางตลาด,ปากเกร็ด,นนทบุรี
120603,บ้านใหม่,ปากเกร็ด,นนทบุรี
120604,บางพูด,ปากเกร็ด,นนทบุรี
120605,บางตะไนย์,ปากเกร็ด,นนทบุรี
120606,คลองพระอุดม,ปากเกร็ด,นนทบุรี
120607,ท่าอิฐ,ปากเกร็ด,นนทบุรี
120608,เกาะเกร็ด,ปากเกร็ด,นนทบุรี
120609,อ้อมเกร็ด,ปากเกร็ด,นนทบุรี
120610,คลองข่อย,ปากเกร็ด,นนทบุรี
120611,บางพลับ,ปากเกร็ด,นนทบุรี
120612,คลองเกลือ,ปากเกร็ด,นนทบุรี
130101,บางปรอก,เมืองปทุมธานี,ปทุมธานี
130102,บ้านใหม่,เมืองปทุมธานี,ปทุมธานี
130103,บ้านกลาง,เมืองปทุมธานี,ปทุมธานี
130104,บ้านฉาง,เมืองปทุมธานี,ปทุมธานี
130105,บ้านกระแชง,เมืองปทุมธานี,ปทุมธานี
130106,บางขะแยง,เมืองปทุมธานี,ปทุมธานี
130107,บางคูวัด,เมืองปทุมธานี,ปทุมธานี
130108,บางหลวง,เมืองปทุมธานี,ปทุมธานี
130109,บางเดื่อ,เมืองปทุมธานี,ปทุมธานี
130110,บางพูด,เมืองปทุมธานี,ปทุมธานี
130111,บางพูน,เมืองปทุมธานี,ปทุมธานี
130112,บางกะดี,เมืองปทุมธานี,ปทุมธานี
130113,สวนพริกไทย,เมืองปทุมธานี,ปทุมธานี
130114,หลักหก,เมืองปทุมธานี,ปทุมธานี
130201,คลองหนึ่ง,คลองหลวง,ปทุมธานี
130202,คลองสอง,คลองหลวง,ปทุมธานี
130203,คลองสาม,คลองหลวง,ปทุมธานี
130204,คลองสี่,คลองหลวง,ปทุมธานี
130205,คลองห้า,คลองหลวง,ปทุมธานี
130206,คลองหก,คลองหลวง,ปทุมธานี
130207,คลองเจ็ด,คลองหลวง,ปทุมธานี
130301,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี
130302,บึงยี่โถ,ธัญบุรี,ปทุมธานี
130303,รังสิต,ธัญบุรี,ปทุมธานี
130304,ลำผักกูด,ธัญบุรี,ปทุมธานี
130305,บึงสนั่น,ธัญบุรี,ปทุมธานี
130306,บึงน้ำรักษ์,ธัญบุรี,ปทุมธานี
130401,บึงบา,หนองเสือ,ปทุมธานี
130402,บึงบอน,หนองเสือ,ปทุมธานี
130403,บึงกาสาม,หนองเสือ,ปทุมธานี
130404,บึงชำอ้อ,หนองเสือ,ปทุมธานี
130405,หนองสามวัง,หนองเสือ,ปทุมธานี
130406,ศาลาครุ,หนองเสือ,ปทุมธานี
130407,นพรัตน์,หนองเสือ,ปทุมธานี
130501,ระแหง,ลาดหลุมแก้ว,ปทุมธานี
130502,ลาดหลุมแก้ว,ลาดหลุมแก้ว,ปทุมธานี
130503,คูบางหลวง,ลาดหลุมแก้ว,ปทุมธานี
130504,คูขวาง,ลาดหลุมแก้ว,ปทุมธานี
130505,คลองพระอุดม,ลาดหลุมแก้ว,ปทุมธานี
130506,บ่อเงิน,ลาดหลุมแก้ว,ปทุมธานี
130507,หน้าไม้,ลาดหลุมแก้ว,ปทุมธานี
130601,คูคต,ลำลูกกา,ปทุมธานี
130602,ลาดสวาย,ลำลูกกา,ปทุมธานี
130603,บึงคำพร้อย,ลำลูกกา,ปทุมธานี
130604,ลำลูกกา,ลำลูกกา,ปทุมธานี
130605,บึงทองหลาง,ลำลูกกา,ปทุมธานี
130606,ลำไทร,ลำลูกกา,ปทุมธานี
130607,บึงคอไห,ลำลูกกา,ปทุมธานี
130608,พืชอุดม,ลำลูกกา,ปทุมธานี
130701,บางเตย,สามโคก,ปทุมธานี
130702,คลองควาย,สามโคก,ปทุมธานี
130703,สามโคก,สามโคก,ปทุมธานี
130704,กระแชง,สามโคก,ปทุมธานี
130705,บางโพธิ์เหนือ,สามโคก,ปทุมธานี
130706,เชียงรากใหญ่,สามโคก,ปทุมธานี
130707,บ้านปทุม,สามโคก,ปทุมธานี
130708,บ้านงิ้ว,สามโคก,ปทุมธานี
130709,เชียงรากน้อย,สามโคก,ปทุมธานี
130710,บางกระบือ,สามโคก,ปทุมธานี
130711,ท้ายเกาะ,สามโคก,ปทุมธานี
140101,ประตูชัย,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140102,กะมัง,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140103,หอรัตนไชย,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140104,หัวรอ,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140105,ท่าวาสุกรี,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140106,ไผ่ลิง,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140107,ปากกราน,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140108,ภูเขาทอง,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140109,สำเภาล่ม,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140110,สวนพริก,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140111,คลองตะเคียน,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140112,วัดตูม,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140113,หันตรา,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140114,ลุมพลี,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140115,บ้านใหม่,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140116,บ้านเกาะ,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140117,คลองสวนพลู,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140118,คลองสระบัว,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140119,เกาะเรียน,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140120,บ้านป้อม,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140121,บ้านรุม,พระนครศรีอยุธยา,พระนครศรีอยุธยา
140201,ท่าเรือ,ท่าเรือ,พระนครศรีอยุธยา
140202,จำปา,ท่าเรือ,พระนครศรีอยุธยา
140203,ท่าหลวง,ท่าเรือ,พระนครศรีอยุธยา
140204,บ้านร่อม,ท่าเรือ,พระนครศรีอยุธยา
140205,ศาลาลอย,ท่าเรือ,พระนครศรีอยุธยา
140206,วังแดง,ท่าเรือ,พระนครศรีอยุธยา
140207,โพธิ์เอน,ท่าเรือ,พระนครศรีอยุธยา
140208,ปากท่า,ท่าเรือ,พระนครศรีอยุธยา
140209,หนองขนาก,ท่าเรือ,พระนครศรีอยุธยา
140210,ท่าเจ้าสนุก,ท่าเรือ,พระนครศรีอยุธยา
140301,นครหลวง,นครหลวง,พระนครศรีอยุธยา
140302,ท่าช้าง,นครหลวง,พระนครศรีอยุธยา
140303,บ่อโพง,นครหลวง,พระนครศรีอยุธยา
140304,บ้านชุ้ง,นครหลวง,พระนครศรีอยุธยา
140305,ปากจั่น,นครหลวง,พระนครศรีอยุธยา
140306,บางระกำ,นครหลวง,พระนครศรีอยุธยา
140307,บางพระครู,นครหลวง,พระนครศรีอยุธยา
140308,แม่ลา,นครหลวง,พระนครศรีอยุธยา
140309,หนองปลิง,นครหลวง,พระนครศรีอยุธยา
140310,คลองสะแก,นครหลวง,พระนครศรีอยุธยา
140311,สามไถ,นครหลวง,พระนครศรีอยุธยา
140312,พระนอน,นครหลวง,พระนครศรีอยุธยา
140401,บางไทร,บางไทร,พระนครศรีอยุธยา
140402,บางพลี,บางไทร,พระนครศรีอยุธยา
140403,สนามชัย,บางไทร,พระนครศรีอยุธยา
140404,บ้านแป้ง,บางไทร,พระนครศรีอยุธยา
140405,หน้าไม้,บางไทร,พระนครศรีอยุธยา
140406,บางยี่โท,บางไทร,พระนครศรีอยุธยา
140407,แคออก,บางไทร,พระนครศรีอยุธยา
140408,แคตก,บางไทร,พระนครศรีอยุธยา
140409,ช่างเหล็ก,บางไทร,พระนครศรีอยุธยา
140410,กระแชง,บางไทร,พระนครศรีอยุธยา
140411,บ้างกลึง,บางไทร,พระนครศรีอยุธยา
140412,ช้างน้อย,บางไทร,พระนครศรีอยุธยา
140413,ห่อหมก,บางไทร,พระนครศรีอยุธยา
140414,ไผ่พระ,บางไทร,พระนครศรีอยุธยา
140415,กกแก้วบูรพา,บางไทร,พระนครศรีอยุธยา
140416,ไม้ตรา,บางไทร,พระนครศรีอยุธยา
140417,บ้านม้า,บางไทร,พระนครศรีอยุธยา
140418,บ้านเกาะ,บางไทร,พระนครศรีอยุธยา
140419,ราชคราม,บางไทร,พระนครศรีอยุธยา
140420,ช้างใหญ่,บางไทร,พระนครศรีอยุธยา
140422,เชียงรากน้อย,บางไทร,พระนครศรีอยุธยา
140423,โคกช้าง,บางไทร,พระนครศรีอยุธยา
140501,บางบาล,บางบาล,พระนครศรีอยุธยา
140502,วัดยม,บางบาล,พระนครศรีอยุธยา
140503,ไทรน้อย,บางบาล,พระนครศรีอยุธยา
140504,สะพานไทย,บางบาล,พระนครศรีอยุธยา
140505,มหาพราหมณ์,บางบาล,พระนครศรีอยุธยา
140506,กบเจา,บางบาล,พระนครศรีอยุธยา
140507,บ้านคลัง,บางบาล,พระนครศรีอยุธยา
140508,พระขาว,บางบาล,พระนครศรีอยุธยา
140509,น้ำเต้า,บางบาล,พระนครศรีอยุธยา
140510,ทางช้าง,บางบาล,พระนครศรีอยุธยา
140511,วัดตะกู,บางบาล,พระนครศรีอยุธยา
