code,subdistrict,district,province
312303,อีสานเขต,เฉลิมพระเกียรติ,บุรีรัมย์
312304,ถาวร,เฉลิมพระเกียรติ,บุรีรัมย์
312305,ยายแย้มวัฒนา,เฉลิมพระเกียรติ,บุรีรัมย์
320101,ในเมือง,เมืองสุรินทร์,สุรินทร์
320102,ตั้งใจ,เมืองสุรินทร์,สุรินทร์
320103,เพี้ยราม,เมืองสุรินทร์,สุรินทร์
320104,นาดี,เมืองสุรินทร์,สุรินทร์
320105,ท่าสว่าง,เมืองสุรินทร์,สุรินทร์
320106,สลักได,เมืองสุรินทร์,สุรินทร์
320107,ตาอ็อง,เมืองสุรินทร์,สุรินทร์
320109,สำโรง,เมืองสุรินทร์,สุรินทร์
320110,แกใหญ่,เมืองสุรินทร์,สุรินทร์
320111,นอกเมือง,เมืองสุรินทร์,สุรินทร์
320112,คอโค,เมืองสุรินทร์,สุรินทร์
320113,สวาย,เมืองสุรินทร์,สุรินทร์
320114,เฉนียง,เมืองสุรินทร์,สุรินทร์
320116,เทนมีย์,เมืองสุรินทร์,สุรินทร์
320118,นาบัว,เมืองสุรินทร์,สุรินทร์
320119,เมืองที,เมืองสุรินทร์,สุรินทร์
320120,ราม,เมืองสุรินทร์,สุรินทร์
320121,บุฤาษี,เมืองสุรินทร์,สุรินทร์
320122,ตระแสง,เมืองสุรินทร์,สุรินทร์
320125,แสลงพันธ์,เมืองสุรินทร์,สุรินทร์
320126,กาเกาะ,เมืองสุรินทร์,สุรินทร์
320201,ชุมพลบุรี,ชุมพลบุรี,สุรินทร์
320202,นาหนองไผ่,ชุมพลบุรี,สุรินทร์
320203,ไพรขลา,ชุมพลบุรี,สุรินทร์
320204,ศรีณรงค์,ชุมพลบุรี,สุรินทร์
320205,ยะวึก,ชุมพลบุรี,สุรินทร์
320206,เมืองบัว,ชุมพลบุรี,สุรินทร์
320207,สระขุด,ชุมพลบุรี,สุรินทร์
320208,กระเบื้อง,ชุมพลบุรี,สุรินทร์
320209,หนองเรือ,ชุมพลบุรี,สุรินทร์
320301,ท่าตูม,ท่าตูม,สุรินทร์
320302,กระโพ,ท่าตูม,สุรินทร์
320303,พรมเทพ,ท่าตูม,สุรินทร์
320304,โพนครก,ท่าตูม,สุรินทร์
320305,เมืองแก,ท่าตูม,สุรินทร์
320306,บะ,ท่าตูม,สุรินทร์
320307,หนองบัว,ท่าตูม,สุรินทร์
320308,บัวโคก,ท่าตูม,สุรินทร์
320309,หนองเมธี,ท่าตูม,สุรินทร์
320310,ทุ่งกุลา,ท่าตูม,สุรินทร์
320401,จอมพระ,จอมพระ,สุรินทร์
320402,เมืองลีง,จอมพระ,สุรินทร์
320403,กระหาด,จอมพระ,สุรินทร์
320404,บุแกรง,จอมพระ,สุรินทร์
320405,หนองสนิท,จอมพระ,สุรินทร์
320406,บ้านผือ,จอมพระ,สุรินทร์
320407,ลุ่มระวี,จอมพระ,สุรินทร์
320408,ชุมแสง,จอมพระ,สุรินทร์
320409,เป็นสุข,จอมพระ,สุรินทร์
320501,กังแอน,ปราสาท,สุรินทร์
320502,ทมอ,ปราสาท,สุรินทร์
320503,ไพล,ปราสาท,สุรินทร์
320504,ปรือ,ปราสาท,สุรินทร์
320505,ทุ่งมน,ปราสาท,สุรินทร์
320506,ตาเบา,ปราสาท,สุรินทร์
320507,หนองใหญ่,ปราสาท,สุรินทร์
320508,โคกยาง,ปราสาท,สุรินทร์
320509,โคกสะอาด,ปราสาท,สุรินทร์
320510,บ้านไทร,ปราสาท,สุรินทร์
320511,โชคนาสาม,ปราสาท,สุรินทร์
320512,เชื้อเพลิง,ปราสาท,สุรินทร์
320513,ปราสาททนง,ปราสาท,สุรินทร์
320514,ตานี,ปราสาท,สุรินทร์
320515,บ้านพลวง,ปราสาท,สุรินทร์
320516,กันตรวจระมวล,ปราสาท,สุรินทร์
320517,สมุด,ปราสาท,สุรินทร์
320518,ประทัดบุ,ปราสาท,สุรินทร์
320601,กาบเชิง,กาบเชิง,สุรินทร์
320604,คูตัน,กาบเชิง,สุรินทร์
320605,ด่าน,กาบเชิง,สุรินทร์
320606,แนงมุด,กาบเชิง,สุรินทร์
320607,โคกตะเคียน,กาบเชิง,สุรินทร์
320610,ตะเคียน,กาบเชิง,สุรินทร์
320701,รัตนบุรี,รัตนบุรี,สุรินทร์
320702,ธาตุ,รัตนบุรี,สุรินทร์
320703,แก,รัตนบุรี,สุรินทร์
320704,ดอนแรด,รัตนบุรี,สุรินทร์
320705,หนองบัวทอง,รัตนบุรี,สุรินทร์
320706,หนองบัวบาน,รัตนบุรี,สุรินทร์
320709,ไผ่,รัตนบุรี,สุรินทร์
320711,เบิด,รัตนบุรี,สุรินทร์
320713,น้ำเขียว,รัตนบุรี,สุรินทร์
320714,กุดขาคีม,รัตนบุรี,สุรินทร์
320715,ยางสว่าง,รัตนบุรี,สุรินทร์
320716,ทับใหญ่,รัตนบุรี,สุรินทร์
320801,สนม,สนม,สุรินทร์
320802,โพนโก,สนม,สุรินทร์
320803,หนองระฆัง,สนม,สุรินทร์
320804,นานวน,สนม,สุรินทร์
320805,แคน,สนม,สุรินทร์
320806,หัวงัว,สนม,สุรินทร์
320807,หนองอียอ,สนม,สุรินทร์
320901,ระแงง,ศีขรภูมิ,สุรินทร์
320902,ตรึม,ศีขรภูมิ,สุรินทร์
320903,จารพัต,ศีขรภูมิ,สุรินทร์
320904,ยาง,ศีขรภูมิ,สุรินทร์
320905,แตล,ศีขรภูมิ,สุรินทร์
320906,หนองบัว,ศีขรภูมิ,สุรินทร์
320907,คาละแมะ,ศีขรภูมิ,สุรินทร์
320908,หนองเหล็ก,ศีขรภูมิ,สุรินทร์
320909,หนองขวาว,ศีขรภูมิ,สุรินทร์
320910,ช่างปี่,ศีขรภูมิ,สุรินทร์
320911,กุดหวาย,ศีขรภูมิ,สุรินทร์
320912,ขวาวใหญ่,ศีขรภูมิ,สุรินทร์
320913,นารุ่ง,ศีขรภูมิ,สุรินทร์
320914,ตรมไพร,ศีขรภูมิ,สุรินทร์
320915,ผักไหม,ศีขรภูมิ,สุรินทร์
321001,สังขะ,สังขะ,สุรินทร์
321002,ขอนแตก,สังขะ,สุรินทร์
321006,ดม,สังขะ,สุรินทร์
321007,พระแก้ว,สังขะ,สุรินทร์
321008,บ้านจารย์,สังขะ,สุรินทร์
321009,กระเทียม,สังขะ,สุรินทร์
321010,สะกาด,สังขะ,สุรินทร์
321011,ตาตุม,สังขะ,สุรินทร์
321012,ทับทัน,สังขะ,สุรินทร์
321013,ตาคง,สังขะ,สุรินทร์
321015,บ้านชบ,สังขะ,สุรินทร์
321017,เทพรักษา,สังขะ,สุรินทร์
321101,ลำดวน,ลำดวน,สุรินทร์
321102,โชคเหนือ,ลำดวน,สุรินทร์
321103,อู่โลก,ลำดวน,สุรินทร์
321104,ตรำดม,ลำดวน,สุรินทร์
321105,ตระเปียงเตีย,ลำดวน,สุรินทร์
321201,สำโรงทาบ,สำโรงทาบ,สุรินทร์
321202,หนองไผ่ล้อม,สำโรงทาบ,สุรินทร์
321203,กระออม,สำโรงทาบ,สุรินทร์
321204,หนองฮะ,สำโรงทาบ,สุรินทร์
321205,ศรีสุข,สำโรงทาบ,สุรินทร์
321206,เกาะแก้ว,สำโรงทาบ,สุรินทร์
321207,หมื่นศรี,สำโรงทาบ,สุรินทร์
321208,เสม็จ,สำโรงทาบ,สุรินทร์
321209,สะโน,สำโรงทาบ,สุรินทร์
321210,ประดู่,สำโรงทาบ,สุรินทร์
321301,บัวเชด,บัวเชด,สุรินทร์
321302,สะเดา,บัวเชด,สุรินทร์
321303,จรัส,บัวเชด,สุรินทร์
321304,ตาวัง,บัวเชด,สุรินทร์
321305,อาโพน,บัวเชด,สุรินทร์
321306,สำเภาลูน,บัวเชด,สุรินทร์
321401,บักได,พนมดงรัก,สุรินทร์
321402,โคกกลาง,พนมดงรัก,สุรินทร์
321403,จีกแดก,พนมดงรัก,สุรินทร์
321404,ตาเมียง,พนมดงรัก,สุรินทร์
321501,ณรงค์,ศรีณรงค์,สุรินทร์
321502,แจนแวน,ศรีณรงค์,สุรินทร์
321503,ตรวจ,ศรีณรงค์,สุรินทร์
321504,หนองแวง,ศรีณรงค์,สุรินทร์
321505,ศรีสุข,ศรีณรงค์,สุรินทร์
321601,เขวาสินรินทร์,เขวาสินรินทร์,สุรินทร์
321602,บึง,เขวาสินรินทร์,สุรินทร์
321603,ตากูก,เขวาสินรินทร์,สุรินทร์
321604,ปราสาททอง,เขวาสินรินทร์,สุรินทร์
321605,บ้านแร่,เขวาสินรินทร์,สุรินทร์
321701,หนองหลวง,โนนนารายณ์,สุรินทร์
321702,คำผง,โนนนารายณ์,สุรินทร์
321703,โนน,โนนนารายณ์,สุรินทร์
321704,ระเวียง,โนนนารายณ์,สุรินทร์
321705,หนองเทพ,โนนนารายณ์,สุรินทร์
330101,เมืองเหนือ,เมืองศรีสะเกษ,ศรีสะเกษ
330103,คูซอด,เมืองศรีสะเกษ,ศรีสะเกษ
330104,ซำ,เมืองศรีสะเกษ,ศรีสะเกษ
330105,จาน,เมืองศรีสะเกษ,ศรีสะเกษ
330106,ตะดอบ,เมืองศรีสะเกษ,ศรีสะเกษ
330107,หนองครก,เมืองศรีสะเกษ,ศรีสะเกษ
330111,โพนข่า,เมืองศรีสะเกษ,ศรีสะเกษ
330112,โพนค้อ,เมืองศรีสะเกษ,ศรีสะเกษ
330116,หญ้าปล้อง,เมืองศรีสะเกษ,ศรีสะเกษ
330118,ทุ่ม,เมืองศรีสะเกษ,ศรีสะเกษ
330119,หนองไฮ,เมืองศรีสะเกษ,ศรีสะเกษ
330121,หนองแก้ว,เมืองศรีสะเกษ,ศรีสะเกษ
330122,น้ำคำ,เมืองศรีสะเกษ,ศรีสะเกษ
330123,โพธิ์,เมืองศรีสะเกษ,ศรีสะเกษ
330124,หมากเขียบ,เมืองศรีสะเกษ,ศรีสะเกษ
330127,หนองไผ่,เมืองศรีสะเกษ,ศรีสะเกษ
330201,ยางชุมน้อย,ยางชุมน้อย,ศรีสะเกษ
330202,ลิ้นฟ้า,ยางชุมน้อย,ศรีสะเกษ
330203,คอนกาม,ยางชุมน้อย,ศรีสะเกษ
330204,โนนคูณ,ยางชุมน้อย,ศรีสะเกษ
330205,กุดเมืองฮาม,ยางชุมน้อย,ศรีสะเกษ
330206,บึงบอน,ยางชุมน้อย,ศรีสะเกษ
330207,ยางชุมใหญ่,ยางชุมน้อย,ศรีสะเกษ
330301,ดูน,กันทรารมย์,ศรีสะเกษ
330302,โนนสัง,กันทรารมย์,ศรีสะเกษ
330303,หนองหัวช้าง,กันทรารมย์,ศรีสะเกษ
330304,ยาง,กันทรารมย์,ศรีสะเกษ
330305,หนองแวง,กันทรารมย์,ศรีสะเกษ
330306,หนองแก้ว,กันทรารมย์,ศรีสะเกษ
330307,ทาม,กันทรารมย์,ศรีสะเกษ
330308,ละทาย,กันทรารมย์,ศรีสะเกษ
330309,เมืองน้อย,กันทรารมย์,ศรีสะเกษ
330310,อีปาด,กันทรารมย์,ศรีสะเกษ
330311,บัวน้อย,กันทรารมย์,ศรีสะเกษ
330312,หนองบัว,กันทรารมย์,ศรีสะเกษ
330313,ดู่,กันทรารมย์,ศรีสะเกษ
330314,ผักแพว,กันทรารมย์,ศรีสะเกษ
330315,จาน,กันทรารมย์,ศรีสะเกษ
330320,คำเนียม,กันทรารมย์,ศรีสะเกษ
330401,บึงมะลู,กันทรลักษ์,ศรีสะเกษ
330402,กุดเสลา,กันทรลักษ์,ศรีสะเกษ
330403,เมือง,กันทรลักษ์,ศรีสะเกษ
330405,สังเม็ก,กันทรลักษ์,ศรีสะเกษ
330406,น้ำอ้อม,กันทรลักษ์,ศรีสะเกษ
330407,ละลาย,กันทรลักษ์,ศรีสะเกษ
330408,รุง,กันทรลักษ์,ศรีสะเกษ
330409,ตระกาจ,กันทรลักษ์,ศรีสะเกษ
330411,จานใหญ่,กันทรลักษ์,ศรีสะเกษ
330412,ภูเงิน,กันทรลักษ์,ศรีสะเกษ
330413,ชำ,กันทรลักษ์,ศรีสะเกษ
330414,กระแชง,กันทรลักษ์,ศรีสะเกษ
330415,โนนสำราญ,กันทรลักษ์,ศรีสะเกษ
330416,หนองหญ้าลาด,กันทรลักษ์,ศรีสะเกษ
330419,เสาธงชัย,กันทรลักษ์,ศรีสะเกษ
330420,ขนุน,กันทรลักษ์,ศรีสะเกษ
330421,สวนกล้วย,กันทรลักษ์,ศรีสะเกษ
330423,เวียงเหนือ,กันทรลักษ์,ศรีสะเกษ
330424,ทุ่งใหญ่,กันทรลักษ์,ศรีสะเกษ
330425,ภูผาหมอก,กันทรลักษ์,ศรีสะเกษ
330501,กันทรารมย์,ขุขันธ์,ศรีสะเกษ
330502,จะกง,ขุขันธ์,ศรีสะเกษ
330503,ใจดี,ขุขันธ์,ศรีสะเกษ
330504,ดองกำเม็ด,ขุขันธ์,ศรีสะเกษ
330505,โสน,ขุขันธ์,ศรีสะเกษ
330506,ปรือใหญ่,ขุขันธ์,ศรีสะเกษ
330507,สะเดาใหญ่,ขุขันธ์,ศรีสะเกษ
330508,ตาอุด,ขุขันธ์,ศรีสะเกษ
330509,ห้วยเหนือ,ขุขันธ์,ศรีสะเกษ
330510,ห้วยใต้,ขุขันธ์,ศรีสะเกษ
330511,หัวเสือ,ขุขันธ์,ศรีสะเกษ
330513,ตะเคียน,ขุขันธ์,ศรีสะเกษ
330515,นิคมพัฒนา,ขุขันธ์,ศรีสะเกษ
330517,โคกเพชร,ขุขันธ์,ศรีสะเกษ
330518,ปราสาท,ขุขันธ์,ศรีสะเกษ
330521,สำโรงตาเจ็น,ขุขันธ์,ศรีสะเกษ
330522,ห้วยสำราญ,ขุขันธ์,ศรีสะเกษ
330524,กฤษณา,ขุขันธ์,ศรีสะเกษ
330525,ลมศักดิ์,ขุขันธ์,ศรีสะเกษ
330526,หนองฉลอง,ขุขันธ์,ศรีสะเกษ
330527,ศรีตระกูล,ขุขันธ์,ศรีสะเกษ
330528,ศรีสะอาด,ขุขันธ์,ศรีสะเกษ
330601,ไพรบึง,ไพรบึง,ศรีสะเกษ
330602,ดินแดง,ไพรบึง,ศรีสะเกษ
330603,ปราสาทเยอ,ไพรบึง,ศรีสะเกษ
330604,สำโรงพลัน,ไพรบึง,ศรีสะเกษ
330605,สุขสวัสดิ์,ไพรบึง,ศรีสะเกษ
330606,โนนปูน,ไพรบึง,ศรีสะเกษ
330701,พิมาย,ปรางค์กู่,ศรีสะเกษ
330702,กู่,ปรางค์กู่,ศรีสะเกษ
330703,หนองเชียงทูน,ปรางค์กู่,ศรีสะเกษ
330704,ตูม,ปรางค์กู่,ศรีสะเกษ
330705,สมอ,ปรางค์กู่,ศรีสะเกษ
330706,โพธิ์ศรี,ปรางค์กู่,ศรีสะเกษ
330707,สำโรงปราสาท,ปรางค์กู่,ศรีสะเกษ
330708,ดู่,ปรางค์กู่,ศรีสะเกษ
330709,สวาย,ปรางค์กู่,ศรีสะเกษ
330710,พิมายเหนือ,ปรางค์กู่,ศรีสะเกษ
330801,สิ,ขุนหาญ,ศรีสะเกษ
330802,บักดอง,ขุนหาญ,ศรีสะเกษ
330803,พราน,ขุนหาญ,ศรีสะเกษ
330804,โพธิ์วงศ์,ขุนหาญ,ศรีสะเกษ
330805,ไพร,ขุนหาญ,ศรีสะเกษ
330806,กระหวัน,ขุนหาญ,ศรีสะเกษ
330807,ขุนหาญ,ขุนหาญ,ศรีสะเกษ
330808,โนนสูง,ขุนหาญ,ศรีสะเกษ
330809,กันทรอม,ขุนหาญ,ศรีสะเกษ
330810,ภูฝ้าย,ขุนหาญ,ศรีสะเกษ
330811,โพธิ์กระสังข์,ขุนหาญ,ศรีสะเกษ
330812,ห้วยจันทร์,ขุนหาญ,ศรีสะเกษ
330901,เมืองคง,ราษีไศล,ศรีสะเกษ
330902,เมืองแคน,ราษีไศล,ศรีสะเกษ
330903,หนองแค,ราษีไศล,ศรีสะเกษ
330906,จิกสังข์ทอง,ราษีไศล,ศรีสะเกษ
330907,ด่าน,ราษีไศล,ศรีสะเกษ
330908,ดู่,ราษีไศล,ศรีสะเกษ
330909,หนองอึ่ง,ราษีไศล,ศรีสะเกษ
330910,บัวหุ่ง,ราษีไศล,ศรีสะเกษ
330911,ไผ่,ราษีไศล,ศรีสะเกษ
330912,ส้มป่อย,ราษีไศล,ศรีสะเกษ
330913,หนองหมี,ราษีไศล,ศรีสะเกษ
330914,หว้านคำ,ราษีไศล,ศรีสะเกษ
330915,สร้างปี่,ราษีไศล,ศรีสะเกษ
331001,กำแพง,อุทุมพรพิสัย,ศรีสะเกษ
331002,อี่หล่ำ,อุทุมพรพิสัย,ศรีสะเกษ
331003,ก้านเหลือง,อุทุมพรพิสัย,ศรีสะเกษ
331004,ทุ่งไชย,อุทุมพรพิสัย,ศรีสะเกษ
331005,สำโรง,อุทุมพรพิสัย,ศรีสะเกษ
331006,แขม,อุทุมพรพิสัย,ศรีสะเกษ
331007,หนองไฮ,อุทุมพรพิสัย,ศรีสะเกษ
331008,ขะยูง,อุทุมพรพิสัย,ศรีสะเกษ
331010,ตาเกษ,อุทุมพรพิสัย,ศรีสะเกษ
331011,หัวช้าง,อุทุมพรพิสัย,ศรีสะเกษ
331012,รังแร้ง,อุทุมพรพิสัย,ศรีสะเกษ
331014,แต้,อุทุมพรพิสัย,ศรีสะเกษ
331015,แข้,อุทุมพรพิสัย,ศรีสะเกษ
331016,โพธิ์ชัย,อุทุมพรพิสัย,ศรีสะเกษ
331017,ปะอาว,อุทุมพรพิสัย,ศรีสะเกษ
331018,หนองห้าง,อุทุมพรพิสัย,ศรีสะเกษ
331022,สระกำแพงใหญ่,อุทุมพรพิสัย,ศรีสะเกษ
331024,โคกหล่าม,อุทุมพรพิสัย,ศรีสะเกษ
331025,โคกจาน,อุทุมพรพิสัย,ศรีสะเกษ
331101,เป๊าะ,บึงบูรพ์,ศรีสะเกษ
331102,บึงบูรพ์,บึงบูรพ์,ศรีสะเกษ
331201,ห้วยทับทัน,ห้วยทับทัน,ศรีสะเกษ
331202,เมืองหลวง,ห้วยทับทัน,ศรีสะเกษ
331203,กล้วยกว้าง,ห้วยทับทัน,ศรีสะเกษ
331204,ผักไหม,ห้วยทับทัน,ศรีสะเกษ
331205,จานแสนไชย,ห้วยทับทัน,ศรีสะเกษ
331206,ปราสาท,ห้วยทับทัน,ศรีสะเกษ
331301,โนนค้อ,โนนคูณ,ศรีสะเกษ
331302,บก,โนนคูณ,ศรีสะเกษ
331303,โพธิ์,โนนคูณ,ศรีสะเกษ
331304,หนองกุง,โนนคูณ,ศรีสะเกษ
331305,เหล่ากวาง,โนนคูณ,ศรีสะเกษ
331401,ศรีแก้ว,ศรีรัตนะ,ศรีสะเกษ
331402,พิงพวย,ศรีรัตนะ,ศรีสะเกษ
331403,สระเยาว์,ศรีรัตนะ,ศรีสะเกษ
331404,ตูม,ศรีรัตนะ,ศรีสะเกษ
331405,เสืองข้าว,ศรีรัตนะ,ศรีสะเกษ
331406,ศรีโนนงาม,ศรีรัตนะ,ศรีสะเกษ
331407,สะพุง,ศรีรัตนะ,ศรีสะเกษ
331501,น้ำเกลี้ยง,น้ำเกลี้ยง,ศรีสะเกษ
331502,ละเอาะ,น้ำเกลี้ยง,ศรีสะเกษ
331503,ตองปิด,น้ำเกลี้ยง,ศรีสะเกษ
331504,เขิน,น้ำเกลี้ยง,ศรีสะเกษ
331505,รุ่งระวี,น้ำเกลี้ยง,ศรีสะเกษ
331506,คูบ,น้ำเกลี้ยง,ศรีสะเกษ
331601,บุสูง,วังหิน,ศรีสะเกษ
331602,ธาตุ,วังหิน,ศรีสะเกษ
331603,ดวนใหญ่,วังหิน,ศรีสะเกษ
331604,บ่อแก้ว,วังหิน,ศรีสะเกษ
331605,ศรีสำราญ,วังหิน,ศรีสะเกษ
331606,ทุ่งสว่าง,วังหิน,ศรีสะเกษ
331607,วังหิน,วังหิน,ศรีสะเกษ
331608,โพนยาง,วังหิน,ศรีสะเกษ
331701,โคกตาล,ภูสิงห์,ศรีสะเกษ
331702,ห้วยตามอญ,ภูสิงห์,ศรีสะเกษ
331703,ห้วยตึ๊กชู,ภูสิงห์,ศรีสะเกษ
331704,ละลม,ภูสิงห์,ศรีสะเกษ
331705,ตะเคียนราม,ภูสิงห์,ศรีสะเกษ
331706,ดงรัก,ภูสิงห์,ศรีสะเกษ
331707,ไพรพัฒนา,ภูสิงห์,ศรีสะเกษ
331801,เมืองจันทร์,เมืองจันทร์,ศรีสะเกษ
331802,ตาโกน,เมืองจันทร์,ศรีสะเกษ
331803,หนองใหญ่,เมืองจันทร์,ศรีสะเกษ
331901,เสียว,เบญจลักษ์,ศรีสะเกษ
331902,หนองหว้า,เบญจลักษ์,ศรีสะเกษ
331903,หนองงูเหลือม,เบญจลักษ์,ศรีสะเกษ
331904,หนองฮาง,เบญจลักษ์,ศรีสะเกษ
331905,ท่าคล้อ,เบญจลักษ์,ศรีสะเกษ
332001,พยุห์,พยุห์,ศรีสะเกษ
332002,พรหมสวัสดิ์,พยุห์,ศรีสะเกษ
332003,ตำแย,พยุห์,ศรีสะเกษ
332004,โนนเพ็ก,พยุห์,ศรีสะเกษ
332005,หนองค้า,พยุห์,ศรีสะเกษ
332101,โดด,โพธิ์ศรีสุวรรณ,ศรีสะเกษ
332102,เสียว,โพธิ์ศรีสุวรรณ,ศรีสะเกษ
332103,หนองม้า,โพธิ์ศรีสุวรรณ,ศรีสะเกษ
332104,ผือใหญ่,โพธิ์ศรีสุวรรณ,ศรีสะเกษ
332105,อีเซ,โพธิ์ศรีสุวรรณ,ศรีสะเกษ
332201,กุง,ศิลาลาด,ศรีสะเกษ
332202,คลีกลิ้ง,ศิลาลาด,ศรีสะเกษ
332203,หนองบัวดง,ศิลาลาด,ศรีสะเกษ
332204,โจดม่วง,ศิลาลาด,ศรีสะเกษ
340101,ในเมือง,เมืองอุบลราชธานี,อุบลราชธานี
340104,หัวเรือ,เมืองอุบลราชธานี,อุบลราชธานี
340105,หนองขอน,เมืองอุบลราชธานี,อุบลราชธานี
340107,ปทุม,เมืองอุบลราชธานี,อุบลราชธานี
340108,ขามใหญ่,เมืองอุบลราชธานี,อุบลราชธานี
340109,แจระแม,เมืองอุบลราชธานี,อุบลราชธานี
340111,หนองบ่อ,เมืองอุบลราชธานี,อุบลราชธานี
340112,ไร่น้อย,เมืองอุบลราชธานี,อุบลราชธานี
340113,กระโสบ,เมืองอุบลราชธานี,อุบลราชธานี
340116,กุดลาด,เมืองอุบลราชธานี,อุบลราชธานี
340119,ขี้เหล็ก,เมืองอุบลราชธานี,อุบลราชธานี
340120,ปะอาว,เมืองอุบลราชธานี,อุบลราชธานี
340201,นาคำ,ศรีเมืองใหม่,อุบลราชธานี
340202,แก้งกอก,ศรีเมืองใหม่,อุบลราชธานี
340203,เอือดใหญ่,ศรีเมืองใหม่,อุบลราชธานี
340204,วาริน,ศรีเมืองใหม่,อุบลราชธานี
340205,ลาดควาย,ศรีเมืองใหม่,อุบลราชธานี
340206,สงยาง,ศรีเมืองใหม่,อุบลราชธานี
340207,ตะบ่าย,ศรีเมืองใหม่,อุบลราชธานี
340208,คำไหล,ศรีเมืองใหม่,อุบลราชธานี
340209,หนามแท่ง,ศรีเมืองใหม่,อุบลราชธานี
340210,นาเลิน,ศรีเมืองใหม่,อุบลราชธานี
340211,ดอนใหญ่,ศรีเมืองใหม่,อุบลราชธานี
340301,โขงเจียม,โขงเจียม,อุบลราชธานี
340302,ห้วยยาง,โขงเจียม,อุบลราชธานี
340303,นาโพธิ์กลาง,โขงเจียม,อุบลราชธานี
340304,หนองแสงใหญ่,โขงเจียม,อุบลราชธานี
340305,ห้วยไผ่,โขงเจียม,อุบลราชธานี
340401,เขื่องใน,เขื่องใน,อุบลราชธานี
340402,สร้างถ่อ,เขื่องใน,อุบลราชธานี
340403,ค้อทอง,เขื่องใน,อุบลราชธานี
340404,ก่อเอ้,เขื่องใน,อุบลราชธานี
340405,หัวดอน,เขื่องใน,อุบลราชธานี
340406,ชีทวน,เขื่องใน,อุบลราชธานี
340407,ท่าไห,เขื่องใน,อุบลราชธานี
340408,นาคำใหญ่,เขื่องใน,อุบลราชธานี
340409,แดงหม้อ,เขื่องใน,อุบลราชธานี
340410,ธาตุน้อย,เขื่องใน,อุบลราชธานี
340411,บ้านไทย,เขื่องใน,อุบลราชธานี
340412,บ้านกอก,เขื่องใน,อุบลราชธานี
340413,กลางใหญ่,เขื่องใน,อุบลราชธานี
340414,โนนรัง,เขื่องใน,อุบลราชธานี
340415,ยางขี้นก,เขื่องใน,อุบลราชธานี
340416,ศรีสุข,เขื่องใน,อุบลราชธานี
340417,สหธาตุ,เขื่องใน,อุบลราชธานี
340418,หนองเหล่า,เขื่องใน,อุบลราชธานี
340501,เขมราฐ,เขมราฐ,อุบลราชธานี
340503,ขามป้อม,เขมราฐ,อุบลราชธานี
340504,เจียด,เขมราฐ,อุบลราชธานี
340507,หนองผือ,เขมราฐ,อุบลราชธานี
340508,นาแวง,เขมราฐ,อุบลราชธานี
340510,แก้งเหนือ,เขมราฐ,อุบลราชธานี
340511,หนองนกทา,เขมราฐ,อุบลราชธานี
340512,หนองสิม,เขมราฐ,อุบลราชธานี
340513,หัวนา,เขมราฐ,อุบลราชธานี
340701,เมืองเดช,เดชอุดม,อุบลราชธานี
340702,นาส่วง,เดชอุดม,อุบลราชธานี
340704,นาเจริญ,เดชอุดม,อุบลราชธานี
340706,ทุ่งเทิง,เดชอุดม,อุบลราชธานี
340708,สมสะอาด,เดชอุดม,อุบลราชธานี
340709,กุดประทาย,เดชอุดม,อุบลราชธานี
340710,ตบหู,เดชอุดม,อุบลราชธานี
340711,กลาง,เดชอุดม,อุบลราชธานี
340712,แก้ง,เดชอุดม,อุบลราชธานี
340713,ท่าโพธิ์ศรี,เดชอุดม,อุบลราชธานี
340715,บัวงาม,เดชอุดม,อุบลราชธานี
340716,คำครั่ง,เดชอุดม,อุบลราชธานี
340717,นากระแซง,เดชอุดม,อุบลราชธานี
340720,โพนงาม,เดชอุดม,อุบลราชธานี
340721,ป่าโมง,เดชอุดม,อุบลราชธานี
340723,โนนสมบูรณ์,เดชอุดม,อุบลราชธานี
340801,นาจะหลวย,นาจะหลวย,อุบลราชธานี
340802,โนนสมบูรณ์,นาจะหลวย,อุบลราชธานี
340803,พรสวรรค์,นาจะหลวย,อุบลราชธานี
340804,บ้านตูม,นาจะหลวย,อุบลราชธานี
340805,โสกแสง,นาจะหลวย,อุบลราชธานี
340806,โนนสวรรค์,นาจะหลวย,อุบลราชธานี
340901,โซง,น้ำยืน,อุบลราชธานี
340903,ยาง,น้ำยืน,อุบลราชธานี
340904,โดมประดิษฐ์,น้ำยืน,อุบลราชธานี
340906,บุเปือย,น้ำยืน,อุบลราชธานี
340907,สีวิเชียร,น้ำยืน,อุบลราชธานี
340909,ยางใหญ่,น้ำยืน,อุบลราชธานี
340911,เก่าขาม,น้ำยืน,อุบลราชธานี
341001,โพนงาม,บุณฑริก,อุบลราชธานี
341002,ห้วยข่า,บุณฑริก,อุบลราชธานี
341003,คอแลน,บุณฑริก,อุบลราชธานี
341004,นาโพธิ์,บุณฑริก,อุบลราชธานี
341005,หนองสะโน,บุณฑริก,อุบลราชธานี
341006,โนนค้อ,บุณฑริก,อุบลราชธานี
341007,บัวงาม,บุณฑริก,อุบลราชธานี
341008,บ้านแมด,บุณฑริก,อุบลราชธานี
341101,ขุหลุ,ตระการพืชผล,อุบลราชธานี
341102,กระเดียน,ตระการพืชผล,อุบลราชธานี
341103,เกษม,ตระการพืชผล,อุบลราชธานี
341104,กุศกร,ตระการพืชผล,อุบลราชธานี
